SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,2206 W Winnemac Ave #2,Chicago,IL,60625,159900,1,1.0,CHI - Lincoln Square,,,1921,1,,251,Active,,,https://www.redfin.com/IL/Chicago/2206-W-Winnemac-Ave-60625/unit-2/home/12806219,MRED,11643955,N,Y,41.9732894,-87.6845396
MLS Listing,,Multi-Family (2-4 Unit),3032 S Wells St,Chicago,IL,60616,450000,7,3.0,CHI - Armour Square,,,1890,1,,,Active,,,https://www.redfin.com/IL/Chicago/3032-S-Wells-St-60616/home/182103768,MRED,11643942,N,Y,41.8386675,-87.6331881
MLS Listing,,Single Family Residential,3851 W 109th Pl,Chicago,IL,60655,264900,4,2.5,CHI - Mount Greenwood,1760,,1947,1,151,,Active,,,https://www.redfin.com/IL/Chicago/3851-W-109th-Pl-60655/home/13153877,MRED,11643919,N,Y,41.6937836,-87.7175887
MLS Listing,,Single Family Residential,603 W 123rd St,Chicago,IL,60628,125000,3,1.0,CHI - West Pullman,1200,4687,1920,1,104,,Active,,,https://www.redfin.com/IL/Chicago/603-W-123rd-St-60628/home/13056475,MRED,11643901,N,Y,41.6703808,-87.6371627
MLS Listing,,Single Family Residential,10219 S Bensley Ave,Chicago,IL,60617,159000,2,1.0,CHI - South Deering,1400,3750,,1,114,,Active,October-8-2022 12:00 PM,October-8-2022 02:00 PM,https://www.redfin.com/IL/Chicago/10219-S-Bensley-Ave-60617/home/182103411,MRED,11643903,N,Y,41.7093045,-87.5630541
MLS Listing,,Single Family Residential,12459 S Stewart Ave,Chicago,IL,60628,201900,3,2.0,CHI - West Pullman,4092,,1954,1,49,,Active,October-8-2022 11:00 AM,October-8-2022 01:00 PM,https://www.redfin.com/IL/Chicago/12459-S-Stewart-Ave-60628/home/13055681,MRED,11439388,N,Y,41.6671467,-87.6316523
MLS Listing,,Condo/Co-op,675 N Peoria St Unit 1S,Chicago,IL,60642,600000,3,3.0,CHI - West Town,2500,,2005,1,240,373,Active,,,https://www.redfin.com/IL/Chicago/675-N-Peoria-St-60642/unit-1S/home/26812832,MRED,11643898,N,Y,41.8943882,-87.6498659
MLS Listing,,Single Family Residential,2915 E 80th St,Chicago,IL,60617,205000,3,2.0,CHI - South Chicago,1740,,1895,1,118,,Active,,,https://www.redfin.com/IL/Chicago/2915-E-80th-St-60617/home/13214737,MRED,11643890,N,Y,41.7499514,-87.5533983
MLS Listing,,Multi-Family (2-4 Unit),7540 S Peoria St,Chicago,IL,60620,98000,4,2.0,CHI - Auburn Gresham,,3484,1910,1,,,Active,,,https://www.redfin.com/IL/Chicago/7540-S-Peoria-St-60620/home/182102861,MRED,11643887,N,Y,41.7564773,-87.6469563
MLS Listing,,Condo/Co-op,822 N California Ave #3,Chicago,IL,60622,382500,3,2.0,CHI - West Town,,,2005,1,,200,Active,October-9-2022 12:00 PM,October-9-2022 01:30 PM,https://www.redfin.com/IL/Chicago/822-N-California-Ave-60622/unit-3/home/18914679,MRED,11643888,N,Y,41.8964278,-87.6970667
MLS Listing,,Condo/Co-op,1500 W Grand Ave Unit 1E,Chicago,IL,60642,575000,3,3.0,CHI - West Town,,,2004,1,,348,Active,October-8-2022 12:00 PM,October-8-2022 02:00 PM,https://www.redfin.com/IL/Chicago/1500-W-Grand-Ave-60642/unit-1E/home/12629764,MRED,11619980,N,Y,41.8911164,-87.6658205
MLS Listing,,Single Family Residential,5057 W Cornelia Ave,Chicago,IL,60641,759000,4,3.5,CHI - Portage Park,2763,8454,2022,1,275,,Active,,,https://www.redfin.com/IL/Chicago/5057-W-Cornelia-Ave-60641/home/182102400,MRED,11643856,N,Y,41.9442197,-87.754263
MLS Listing,,Single Family Residential,2649 N Mont Clare Ave,Chicago,IL,60707,210000,3,2.0,CHI - Montclare,1020,3593,1920,1,206,,Active,,,https://www.redfin.com/IL/Chicago/2649-N-Mont-Clare-Ave-60707/home/13432674,MRED,11643855,N,Y,41.9286107,-87.8037085
MLS Listing,,Single Family Residential,5732 S Elizabeth St,Chicago,IL,60636,134900,5,2.0,CHI - West Englewood,1012,3123,1905,1,133,,Active,,,https://www.redfin.com/IL/Chicago/5732-S-Elizabeth-St-60636/home/13940725,MRED,11643854,N,Y,41.7894903,-87.6562056
MLS Listing,,Condo/Co-op,451 W Huron St #1302,Chicago,IL,60654,279900,1,1.0,CHI - Near North Side,,,2007,1,,429,Active,,,https://www.redfin.com/IL/Chicago/451-W-Huron-St-60654/unit-1302/home/26794124,MRED,11643851,N,Y,41.8944818,-87.6404048
MLS Listing,,Single Family Residential,5214 W Devon Ave,Chicago,IL,60646,879000,9,4.0,Edgebrook,,10964,1958,1,,,Active,October-8-2022 01:00 PM,October-8-2022 03:00 PM,https://www.redfin.com/IL/Chicago/5214-W-Devon-Ave-60646/home/13590866,MRED,11643847,N,Y,41.9975549,-87.7586727
MLS Listing,,Condo/Co-op,3014 W Montrose Ave Unit 3E,Chicago,IL,60618,649000,3,2.0,CHI - Albany Park,,,2022,1,,234,Active,,,https://www.redfin.com/IL/Chicago/3014-W-Montrose-Ave-60618/unit-3E/home/180576518,MRED,11643845,N,Y,41.9615042,-87.7039569
